Transaction ID,Customer ID,Transaction Date,Transaction Amount,Merchant Category,Transaction Type,Card Type,Customer Age,Customer Gender,Customer Location
097c9887-883b-413c-b5fb-ee55dc552c9b,c14b38cb-114b-47a4-80b9-24011bbe4e1e,2020-04-29,822.23,Utilities,Purchase,Visa,23,Male,Johnsonborough
1a965cd0-1531-4bb2-87c3-391054b4d944,056d99c7-fef6-4a43-9008-526f3ed3ff72,2023-04-20,488.35,Electronics,Purchase,Visa,67,Male,West Jessicaport
a7dc7ec8-ca2e-4b62-b1e5-02c9531d3d46,9d8b60c5-81b4-40d2-9822-ddbb42b11ddd,2022-12-17,103.93,Healthcare,Purchase,Visa,84,Male,Justinhaven
b21fc91c-cf23-48eb-9547-5e080bacda86,ecdeacb5-e547-4033-bb2e-dfd620c2ff9f,2024-03-05,570.23,Restaurant,Purchase,Visa,30,Male,West Davidfurt
da593dff-373a-4ff7-9491-a65cadf8863f,0b934243-0a68-49b0-ba38-7eaf52235ba6,2020-02-26,509.85,Travel,Purchase,Discover,83,Female,Toddfurt
30403c5b-9b29-43a6-8804-4b0711d1a09c,132866ca-33a7-4c85-bfd6-3f4612c35007,2022-10-03,330.12,Travel,Refund,MasterCard,33,Male,Seanport
55b99208-3c90-4d02-b52c-508c14d44615,fc1fc0ca-0823-42dd-9b86-58d49c56e3de,2020-05-12,556.21,Restaurant,Refund,Discover,46,Female,Owensfort
9940f86a-e2b5-4427-b13b-dafdf8c626a4,f0dbd5f5-81f5-44fd-836b-99a0214e1f5e,2022-11-21,502.44,Travel,Refund,Discover,19,Male,West Allisonshire
fb5d7b7c-42e5-4e2a-aab0-159cb09e0bac,7909d8ae-cff0-4927-a12a-f46fc873021f,2021-05-29,387.73,Electronics,Refund,Discover,31,Male,Lake Jennifer
9fe5a4cc-d303-4e0a-a73b-45a1ad6c828b,fdaba5c7-584a-480f-8734-0acc996875fc,2024-06-26,358.25,Utilities,Purchase,Amex,20,Male,Jonesfurt
c9867095-6cd2-4d03-8300-c4f6696b0b89,982d3081-114e-42d2-b298-96e075a09497,2024-07-25,412.9,Grocery,Purchase,Visa,90,Female,Wilsonview
3ab92a6f-6010-4f02-92b9-c281a0740985,b385ac27-1428-41af-b17f-cb4c696ba515,2022-10-13,920.17,Restaurant,Refund,Discover,63,Male,Angelashire
483b135c-9db5-4d26-a93c-c59457c44fb3,50d04890-e621-49ef-ae28-e3f33d55f5e4,2022-03-16,503.63,Travel,Refund,Discover,33,Female,Norrisberg
8fa2c665-e575-4646-8969-308adf7283e0,44039c3b-73cc-43ff-96fd-45aa102ccf6c,2020-02-29,446.63,Electronics,Refund,Amex,65,Female,Jordanshire
1497fbf7-796f-42ce-92f3-e82e3ee27569,6f562171-2bdb-4420-b394-3724a2d02215,2024-03-17,720.06,Healthcare,Refund,Amex,46,Female,Patelside
d66d21da-12d6-4688-9ce7-f6e001de0f84,4a067576-9e95-4e31-a693-d0380d7d4ae9,2022-05-23,620.6,Grocery,Purchase,Amex,53,Female,Grayberg
16e3050b-116a-4d39-9e45-126a082834f0,f9af99e9-8906-426c-89dc-dbb3ce5895ed,2023-05-06,182.45,Grocery,Refund,MasterCard,77,Male,North Erin
6e324979-c4f6-4b4f-9cf6-1a5758236751,6a1614a6-f3d9-437d-8d5b-e735819464d6,2024-05-15,172.79,Restaurant,Refund,Amex,74,Female,Bradleymouth
608a9a03-979f-4476-b2bd-daadeb9abe60,07e6f889-3545-4817-95cd-be2ca288edc6,2024-06-29,999.97,Grocery,Refund,Discover,67,Male,Fischerville
f68c2cfd-0dbb-433b-a422-c8cab4e10296,46122079-f849-4f58-8caa-8409d836f11e,2024-01-10,791.99,Clothing,Purchase,Visa,65,Male,North Richard
0f7a038b-8872-4d1d-a194-c0e5093b6186,a7a164fb-6b4b-4b39-ba88-8e953e45d063,2022-10-16,988.65,Travel,Purchase,Amex,60,Female,Zacharyshire
53a8e67a-e5e1-4a4d-a96b-bd89f6a86482,7a34bec6-493f-429b-9ef7-b8664ba5e650,2023-10-13,690.72,Utilities,Purchase,MasterCard,25,Male,Youngmouth
6ef20dbb-db01-470b-b3dc-fe65489d03e7,25cd0b39-e7fe-4a74-ac90-f07c300b2b57,2021-05-19,815.19,Electronics,Purchase,Visa,78,Female,Lake Marcia
b1617808-ddcb-4b98-a9c5-afe415908648,4affbfc4-6581-4316-ad73-06e3a7f7796a,2022-03-02,248.34,Travel,Refund,Discover,22,Female,South Cassandraside
1f03d61a-83b6-4d58-94f7-42ebff36f4f3,8a8734e5-519f-4e71-ba0f-403896143488,2024-03-02,939.89,Restaurant,Refund,Discover,87,Female,West Jeremychester
02aa8fe4-98e5-46a8-8e50-7228aa906b90,b86ed590-d277-4cfe-8824-82807272a268,2022-02-11,103.57,Healthcare,Purchase,Amex,81,Female,New Stephanieborough
6cadb478-a20a-43fd-af6b-6d231579b7a8,bfe2e000-8497-4c76-ba0b-268c9de234ea,2022-10-17,596.76,Grocery,Purchase,Discover,86,Female,Donnaview
c3e9f5a3-ee1d-4b45-869c-39ea04485f35,ce7028bd-6e66-4ef3-86c8-0fa8a3b47ddf,2024-02-05,836.61,Grocery,Purchase,Amex,31,Female,Lorifurt
e7e663ef-5fbd-461a-a47f-775162210827,c6510014-2a34-45eb-bfe2-bd965a200407,2023-12-26,775.33,Electronics,Purchase,Amex,57,Male,New Justinshire
d8eafd8e-9557-457d-81ef-9eeae9483c8f,c0a617ee-b80e-4420-bc90-7be2ac179a7c,2020-09-03,138.14,Travel,Refund,Discover,81,Male,Port Christina
f1c690ef-671f-4617-88c2-cb3ba6cd2256,170f8908-4935-428f-ab58-de1209b173f2,2021-11-12,226.3,Electronics,Purchase,MasterCard,65,Female,Stanleyberg
67493f60-ed1c-4d66-b70f-5e1bb16b2309,71f0bde6-87be-464a-bb52-54b536fc6627,2020-06-01,383.69,Clothing,Purchase,MasterCard,61,Male,East Susanburgh
3574d613-fc43-4510-b6e8-703b968e2989,bb3749d6-8520-46fd-b0e6-96d2da41ed95,2024-01-27,786.91,Clothing,Refund,Amex,33,Female,New Jamesberg
13e90d7d-81b8-463f-8379-5b4ef5062bca,a24bc0cd-711d-49b4-a8c6-f05d5bc203d9,2022-12-29,551.61,Electronics,Purchase,Amex,75,Male,Matthewfort
60addda3-a295-474a-aa42-ed7b4975446e,16bf3d17-ba9b-4074-98dc-4b5f21eb766d,2022-07-11,208.95,Restaurant,Purchase,Discover,66,Female,Travisburgh
97f5819e-ee92-42ca-b59b-1c8c1579f69c,9423852b-9d8d-4a1d-896c-4657ae954b99,2022-04-20,992.99,Electronics,Purchase,Visa,37,Female,Paulhaven
150d9a53-8ba0-415c-9762-e619b1a94af8,52131b30-b8b7-4862-a51f-debd079dc7bf,2023-12-21,346.91,Utilities,Refund,Discover,38,Male,Williamsonshire
ba01b9b0-f457-4191-9a2e-ae808f5192b3,5698317c-e073-43bc-8d94-604c54113471,2024-07-17,662.19,Healthcare,Refund,Visa,50,Female,Heatherfort
44d7db90-5b58-4c0e-996e-b96a01882051,e6f48ccd-247f-45da-ba53-382594717613,2024-01-24,533.08,Clothing,Purchase,Discover,25,Female,Nicholsontown
9cf03e0b-4f08-45b8-a9c0-a5e70d648561,3725c254-70f9-478e-af8c-5b8c4ff17eed,2021-09-16,863.73,Restaurant,Refund,Discover,75,Female,South Shannonport
0e8da07d-e252-4208-9cca-760f6cebd885,db72d109-a545-453d-857f-6f65883d492c,2024-01-17,871.5,Electronics,Purchase,Discover,84,Male,Port Sara
89af799a-ef87-400f-9b85-dd8c44316934,35599bc1-2ba0-4490-a665-fed6aae83963,2024-05-08,322.47,Healthcare,Purchase,Amex,65,Male,Wrighthaven
8b2eda16-8cda-413a-8672-5215353c278d,24143343-8b91-4240-968d-f2a51948a1f7,2022-05-29,501.58,Travel,Refund,Discover,75,Female,Bautistaton
c7e11d59-fb51-4304-9552-23fada901da8,b714b7f9-5581-44fb-b90f-e3823dc8f42f,2020-12-07,332.62,Grocery,Refund,Visa,90,Male,Sarahport
7e06c793-de34-4d6a-b2a6-343ad86cf856,99416f78-659c-4a78-a39c-403a884bb4bb,2020-12-17,437.98,Travel,Refund,Visa,35,Male,Jeremyborough
4c9b9d43-1aad-4131-80d7-a2a3e4543073,d8cf1d99-d492-4a43-a71f-ab5eff90cdf3,2023-04-29,508.75,Utilities,Purchase,Amex,49,Female,Thompsontown
0ea0d166-050b-4581-b23a-d54f97418eab,7e279e20-64a4-445c-a5fe-2250198fa087,2023-08-08,308.89,Travel,Refund,MasterCard,73,Male,Port Kevinview
ae0dc93b-9dbc-4d87-9fac-3328b5e34bcd,9f8126eb-cd89-4150-9d80-63eef42745af,2021-12-26,963.14,Restaurant,Purchase,MasterCard,20,Female,Jonathanfort
a10e9168-bd3b-486d-81eb-6a2a90afb3de,5ee66dce-db64-44a6-8618-e320f26bc854,2021-08-24,935.02,Electronics,Refund,MasterCard,80,Male,East Andrea
368e6d40-0bd9-41fa-9f4d-5f73141360b0,3b2b0ed2-e43b-424e-8535-551c1ea55ef7,2024-05-22,842.84,Travel,Refund,Discover,56,Male,East Katherine
6b95f6ff-85e6-42d9-978f-41bbf305d538,31faaa39-f9d8-45ee-bc45-95a6e48bb762,2024-05-05,770.19,Clothing,Refund,MasterCard,79,Female,East Ebonyville
59b1ee5d-db15-4d76-a872-25e90048c093,b3df3b58-dd0c-46be-9884-0e7880406ab5,2021-08-29,754.91,Restaurant,Refund,Amex,24,Male,Robinsonview
dd6eb999-6a78-4b48-8079-f348c9dcf2ae,6a8f8c3e-19ec-43a0-9520-851841f1653c,2021-11-09,541.43,Restaurant,Refund,Visa,62,Male,Delacruzberg
f6021157-94fa-4874-8ced-c006dcb58fc1,ddae621d-9b03-401b-b07c-f4efc371a8c6,2023-06-21,860.12,Clothing,Purchase,MasterCard,38,Male,Sandersmouth
8e41e48d-790b-4cce-9e91-e8549e4d5df3,029b550e-b253-4255-94e8-c231b89f0b3c,2023-02-15,754.34,Clothing,Refund,MasterCard,68,Male,South Feliciahaven
f75b1a7c-4931-43cb-9aad-16234f564e36,404ede34-91f9-4bf4-ae79-1533a21170a1,2020-06-22,647.89,Healthcare,Refund,MasterCard,31,Male,Port Aaron
3f3aa279-5719-4a13-85a9-da250502ce67,745b6457-66b7-4af8-9330-7309b3c47150,2023-07-21,120.07,Restaurant,Purchase,Discover,35,Female,Owenstown
cc3c896c-45d6-4ad9-940f-8adb3f13c169,3379b22d-5283-4a03-9612-424865076546,2020-06-20,334.98,Electronics,Refund,Visa,77,Female,East Kirkberg
7157c6fd-4c00-441e-af65-8bb78050b952,ccd72fef-f6aa-4301-acec-b29890b758bc,2023-03-21,248.95,Utilities,Purchase,Visa,45,Male,Jacksonport
0e0ddb9d-4f26-4fd3-9749-a220b3910c9a,8f11e021-55a5-4766-9805-d2b923001881,2024-01-14,429.86,Clothing,Purchase,Discover,59,Female,Evantown
78f1e8d2-f9a6-452c-8da5-2fe4689d2450,ea3dd52c-a45c-4d1a-977d-41d34e604c98,2021-09-08,380.0,Clothing,Purchase,MasterCard,71,Male,Carrollport
b6b84721-ee8b-435a-9419-d4f7ff6c46ed,3a38488d-72f5-4ae7-bfde-d8d6ebb4c571,2023-05-27,602.81,Grocery,Refund,Visa,87,Male,Evansstad
bd245677-53f3-42c2-ae37-f531a65d048d,257246cb-85cb-483e-b3c8-543c7db96241,2022-12-27,699.02,Restaurant,Refund,Discover,52,Male,East Shaneville
28ac8db7-817a-4c87-940e-506c9b79ba0e,2cf852b7-bed5-40fb-9f4f-3557202c7383,2020-12-12,638.02,Grocery,Purchase,Discover,78,Female,Lake Lindamouth
6febfd2e-b90b-4969-a001-e2c559bb995c,b8b0fcf4-5ced-41dc-98e3-98a0edbf2354,2023-08-03,781.94,Utilities,Refund,Visa,52,Female,Wagnerland
124539e8-4727-4c87-bec8-b202566c709c,1657c204-8720-4dc6-8ab4-d175a31965b6,2022-09-14,428.79,Travel,Refund,MasterCard,88,Female,South Sylvia
e3cb3bfa-53f8-4160-a88b-a678296b14ef,a660e3c2-dda3-42d6-8a7e-422f9281ace7,2021-11-17,756.94,Travel,Purchase,MasterCard,54,Female,Port Davidshire
62cdc1ec-1aa8-4cfa-9b89-82fd39517fa0,3abe29e0-33a9-4617-a90a-67df843032d2,2021-03-18,564.68,Restaurant,Purchase,Discover,38,Female,Port Brenda
d80e6a12-4abb-425d-8c42-6cab72cb300b,f47c43f7-f098-447d-a0a9-80dd884e5e16,2020-05-26,472.94,Electronics,Purchase,Amex,86,Female,West Donaldton
c067f33d-c45f-40db-8d13-3cc0ab902d5a,76d9262e-7587-470c-ba0c-02ed07c286be,2022-10-27,189.52,Electronics,Refund,MasterCard,36,Male,Port Patrick
62f1fd26-7df7-46de-9898-7cf468b404ad,2cd8f2a8-3827-40fd-baa1-620832c5d0bf,2020-11-14,711.01,Restaurant,Refund,Amex,24,Female,West David
1ec45a0f-88ef-4b2a-8d18-efedf4e6f17e,b9ac493f-8e67-409c-a64a-e1dd872e749c,2021-03-15,321.57,Utilities,Purchase,Discover,71,Female,Lopezland
e3c314e1-d649-4eef-bc5b-202d25e19ade,cf1e63e1-9249-4001-8875-998c5fd03d0f,2020-02-19,260.45,Healthcare,Purchase,Discover,55,Male,Natalieborough
ac6762f1-b940-4add-a901-86170161a8be,d23dffd2-68b0-4bdd-a786-6e94ef382aea,2023-08-25,837.0,Healthcare,Refund,Amex,26,Female,West Tammyhaven
07e93ef3-e0d8-46ec-9854-ef1770fb34b7,6c2dae7f-69c9-4f36-9989-e3ed1ea3b61d,2020-02-15,131.8,Travel,Purchase,Amex,72,Female,Penaland
44061138-e349-4bdf-a678-b0fc227b8964,5f44bb70-03d7-4525-9f61-65426b342681,2022-01-06,931.06,Restaurant,Refund,MasterCard,82,Male,East Richard
2a74f005-ccd8-4b13-8bb1-6b9f8b85542c,40c27163-cfc1-4392-abea-c4d5c6b44a16,2022-07-27,898.28,Utilities,Purchase,MasterCard,76,Female,South Lori
686c9ad8-dba9-4539-8959-6acc64c770ac,bc84b55d-7b13-43a8-bfb8-ac27a308b389,2022-12-29,214.8,Clothing,Refund,Amex,42,Male,Whitefort
b75d4b34-efde-4440-946e-3f37d4da11a6,e3dcc3f1-fc3c-411f-ba5c-c965311a48a1,2020-12-25,286.97,Utilities,Refund,Visa,80,Male,West Gary
c3d388ba-1954-4302-b317-42ae190728e4,217fc4b4-26fd-4760-b814-a2f10f8244f0,2020-03-11,582.23,Utilities,Purchase,Visa,72,Male,Sarahhaven
4ec0fd79-6157-4073-86fe-6ce379fd66cd,4528de5f-bb45-4f5a-8190-7e02ad308924,2020-08-10,369.58,Grocery,Refund,MasterCard,28,Male,East Kevin
0c318d9c-d4df-417e-8c12-ee2483a05e11,6d214ac1-25bf-4804-a190-f9894be73efd,2022-04-10,285.94,Restaurant,Purchase,Visa,35,Male,Port Adamborough
8bdc4474-1e91-403e-8297-ded4e41e6f48,10ef30b7-e82c-4297-8e08-6296bdb88a80,2023-09-27,703.47,Travel,Purchase,Visa,37,Female,Port Maria
f145ac01-98f1-43d9-b7a7-c8531da9e9a4,cb998025-340e-4d91-bd75-811d8151df62,2023-05-14,419.19,Healthcare,Purchase,Amex,65,Female,Lake Wanda
d2d953f8-6e46-4183-923d-47649051e543,8aab7471-4079-4a01-8450-8ea1130c533a,2020-11-15,108.29,Travel,Purchase,Visa,29,Male,New Emily
bce04481-1e73-4f4e-8572-89c93c210853,fc7369f7-06a5-4eb9-b2cb-7b8607a632e9,2022-12-20,463.84,Restaurant,Refund,Visa,85,Female,North Susanmouth
26b57438-5f51-4874-b198-a5a12defe9ab,9dba9987-77ab-443f-b4a7-46bb27818221,2023-05-24,780.05,Restaurant,Purchase,MasterCard,37,Female,New Davidview
efbfa93d-1993-4e28-a0d3-1d38670da598,ace61370-721b-4d0d-b502-61ea24ef32a8,2020-01-19,908.61,Healthcare,Purchase,Discover,82,Female,Nicholasmouth
5822a25c-77f1-4032-a38b-b7fd87f83752,2e71d709-cb13-4574-9ed4-8256d91a8207,2022-05-23,855.39,Healthcare,Purchase,Discover,82,Female,Greeneberg
219affd3-4e4c-4cde-bbfd-1f4211f4ba71,16715f0d-409e-4c6c-8207-625ac775b66f,2024-06-29,481.27,Grocery,Purchase,Discover,18,Male,Jonesborough
0ea92cfb-9bc8-4016-b4c7-6bd6be3d7e13,db0e55a0-f5fd-44bf-8f21-648d9cd2d304,2021-01-27,762.89,Utilities,Purchase,MasterCard,45,Male,Port Leslie
e4d82b96-d68e-4358-b365-a1ab9aa178d4,137b6d09-c4f2-4411-983f-3f52e06d62fe,2020-03-10,223.23,Travel,Purchase,MasterCard,56,Male,West George
d87164e9-b947-48fd-aca5-5184c2ca39e2,56d9c903-0b9d-41c8-a532-d2b9d4d7089f,2022-06-25,780.79,Healthcare,Refund,Discover,54,Male,Medinabury
834f10f8-d0e0-4832-82eb-39017cf8e9aa,00d14934-11c8-4e26-8a2a-3a2a2fdffab2,2023-05-01,649.87,Utilities,Purchase,MasterCard,64,Female,Lake Luisshire
fcf34a50-bfcd-48c4-a33b-ac0b39b8100a,1b4a50c6-719b-4137-a31d-830b26c65589,2023-11-01,922.8,Restaurant,Purchase,MasterCard,84,Male,Kimberlyfurt
deea34ee-32de-4dc5-ba09-2c02e1f89b1f,65401a40-e673-4b7d-ba2f-0c4d75a5e187,2022-01-09,596.99,Restaurant,Refund,Visa,35,Male,West Ricardo
2eff625b-022b-4e57-8a1a-45bb62b819d1,eddc7e2e-de21-44c5-9ddf-427a35738e52,2020-03-24,790.11,Utilities,Purchase,Discover,54,Male,South Lisaberg
cc8982c5-0c33-4d11-a49c-422bcc1d3967,64d82923-1bda-42c9-a6d9-19f12a483d09,2023-03-03,525.43,Travel,Purchase,Discover,81,Male,South Joe
b7c45695-4ee3-4211-a75b-34da41224d62,df291df1-12c6-4155-abe9-0cd69f3f4676,2021-09-04,293.61,Restaurant,Purchase,Amex,71,Male,Courtneyview
b77b0cc7-b79a-4b1f-82ff-e63d4233a7ab,d6b446fd-5c97-429d-b7cf-037a4b975356,2023-12-02,911.48,Restaurant,Purchase,MasterCard,41,Female,North Mariastad
d4594bca-c67f-41fc-90cd-987730bacbaa,02265b7d-701a-495a-89e3-15dd6398b7cf,2024-01-30,237.25,Clothing,Purchase,Visa,21,Male,North Rayshire
2c04e234-4db8-4525-9080-55247430cd53,2c680c0b-a890-470f-9c3d-3626e7acc6ae,2020-07-18,993.15,Utilities,Purchase,Amex,81,Female,New Gina
b63768a5-3de8-4fcb-aa4c-bbf785f7a87f,d2ec21ae-caf6-4c82-a5a9-410d1c11977a,2022-02-24,917.3,Travel,Purchase,Visa,36,Female,New Laura
8a882e34-07d8-4793-b301-2c903bebc8b8,50552144-268c-4fa8-9291-0ad016816026,2022-03-27,759.56,Electronics,Purchase,Amex,40,Female,West Christopherburgh
03dd64d0-f56b-4692-a14f-b9b4a3d8cd31,6fc1143d-957d-4c5b-aa77-01183c904296,2022-11-27,896.58,Utilities,Purchase,MasterCard,85,Female,South Genetown
f55b0453-d619-472f-b151-7b10067b51c7,e9d9c1c1-b4e3-490b-af74-ebbfd532a6cc,2023-08-18,862.5,Clothing,Refund,Visa,74,Male,Davidport
04f7a954-65b3-4741-a2da-85fdb958a6be,1c62f734-e42d-4b96-8000-332b98253a3c,2021-09-22,932.42,Travel,Refund,Amex,81,Female,Port Kimberlyton
e3c4ac21-49de-4a32-848e-53354311c0c4,0cff8630-29bf-4840-8f31-5c7bae6681b4,2022-08-28,393.34,Travel,Refund,Visa,71,Male,Jenniferton
3e7266ce-f827-40d6-a8bf-fb38fb1fef98,d3d97527-961a-4e38-ae18-3461dabb2723,2020-05-29,892.47,Restaurant,Refund,Amex,23,Male,West Jessica
c7fdfe90-6195-4051-ba54-519d28ff5f01,2f3f52b6-ca7f-45b5-8dfa-0ad95b7af4e0,2020-09-29,151.07,Utilities,Refund,MasterCard,78,Female,Davidfurt
17a098fe-e29b-48ea-9c17-e8e18106910f,43a6d0a6-63ef-4c5c-bc61-e518770f46dd,2020-04-07,650.66,Restaurant,Purchase,Discover,82,Male,Karenton
65b49b3c-be73-4432-ba78-dc0413ae51bf,6ed46ddd-f417-4cb4-9f49-aa7e8f47641a,2023-10-25,155.93,Grocery,Purchase,Visa,78,Male,Sethmouth
9963d948-d463-471d-8ce2-2e95c4871b5c,9d409597-82f9-43ea-8931-23c0088f955e,2021-11-03,997.56,Travel,Purchase,Amex,62,Male,North Calvinfurt
17d5055f-00d6-43a3-a48d-a64f99916d0e,450f37bc-ac1e-41f4-8da7-d343e02983c3,2024-05-04,884.32,Electronics,Purchase,Visa,50,Male,South Karen
38fddf9d-4c7c-4010-8384-2284298ee911,c1301502-a94a-4d24-bd95-46cdac4a3fe1,2022-04-20,629.85,Grocery,Purchase,Discover,83,Male,West Crystalchester
100b8609-0b52-4c26-8e37-949f83be2c55,de8860e7-1f10-41a0-86bd-2defc64f1087,2023-09-30,603.24,Electronics,Purchase,Amex,78,Female,Herreramouth
0add484f-4283-4fc9-9c1d-5780cffcf937,9085343d-80ca-4b6c-a99c-b1a1792e1a62,2020-06-14,650.87,Utilities,Refund,MasterCard,25,Male,Kathyberg
396378a5-dcdc-48ec-ba63-c643d2a88486,b93d8f21-1edf-4564-b5ce-1f4088b58137,2024-01-14,657.69,Travel,Refund,MasterCard,18,Male,Caseyville
8fd04ee1-b8c4-43c2-b534-4ceb02e9c42a,0d79d923-1c2d-4c59-a4fa-ba66c82d95f3,2022-05-07,834.13,Restaurant,Refund,MasterCard,69,Female,Port Veronica
30b40a34-f802-4c44-a6c2-827825bb1180,a340ec8a-b98c-494d-8b4f-61b617804639,2021-09-05,554.92,Clothing,Purchase,MasterCard,25,Female,Hillstad
72e73e0a-698e-4117-8ddb-65008e70707c,6dcf752b-3333-4077-8c8a-db58c99c0131,2024-03-07,229.25,Utilities,Purchase,Discover,18,Female,Brownside
9e8f1db5-7765-4342-921c-81c462fa584b,90fe5b7f-49bd-4673-86f7-7c3b4a5b38ee,2021-04-14,847.95,Travel,Purchase,Amex,49,Female,Jenkinsborough
4f98454b-d7e7-41ab-960c-7153a86651d6,8e8d5485-40cb-431b-865b-807dda7023fc,2022-08-04,566.21,Utilities,Purchase,Amex,75,Female,New Andrewhaven
a632a942-93dc-46d8-bf3f-df48567a3908,29f19880-26e1-4ef9-aaa2-8c87fe0b6657,2022-05-08,551.42,Healthcare,Refund,MasterCard,70,Female,Scottberg
0e0d0290-5606-407a-aeff-b5dc446fa07a,bab8bfbb-e698-4944-b35d-98d5b9d09284,2021-01-02,638.53,Electronics,Purchase,MasterCard,22,Male,Cynthiaberg
998ea382-2759-4914-93eb-8c22ae9e126f,b1904e9f-f026-4d96-9cf4-7fda46f2f85d,2021-11-11,419.24,Restaurant,Purchase,Discover,87,Female,Williamport
